id,title,author,pub_date,venue,volume,issue,page,type,publisher
doi:10.1103/physreve.51.1861,Bifurcation analysis of two coupled periodically driven Duffing oscillators,"Kozłowski, J.; Parlitz, U.; Lauterborn, W.",1995,Physical Review E [issn:1063-651X; issn:1095-3787],51,3,1861-1867,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1103/physrevlett.71.1280,Pattern of synchrony in inhomogeneous networks of oscillators with pulse interactions,"Tsodyks, M.; Mitkov, I.; Sompolinsky, H.",1993,Physical Review Letters [issn:0031-9007],71,8,1280-1283,journal-article,American Physical Society (APS) [crossref:16]
doi:10.1016/0022-5193(67)90051-3; local:0022519367900513,Biological rhythms and the behavior of populations of coupled oscillators,"Winfree, Arthur T.",1967,Journal of Theoretical Biology [issn:0022-5193],16,1,15-42,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ddns/2006/74043; local:074043; local:74043,A new view on one problem of asymptotic behavior of solutions of delay difference equations,"Shaikhet, L. [orcid:0000-0001-7354-1383]",2006,Discrete Dynamics in Nature and Society [issn:1026-0226; issn:1607-887X],2006,,1-16,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/s0893-9659(01)00143-4; local:S0893965901001434,Some peculiarities of the general method of Lyapunov functionals construction,"Kolmanovskii, V.; Shaikhet, L.",2002,Applied Mathematics Letters [issn:0893-9659],15,3,355-360,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijp/2006/20951; local:020951; local:20951,Hybrid solar cells from water-soluble polymers,"McLeskey, James T. [orcid:0000-0002-5110-5836]; Qiao, Qiquan",2006,International Journal of Photoenergy [issn:1110-662X],2006,,1-6,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/j.solmat.2004.02.030; local:S092702480400100X,Organic photovoltaics: technology and market,"Brabec, Christoph J.",2004,Solar Energy Materials and Solar Cells [issn:0927-0248],83,2-3,273-292,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/23486; local:023486; local:23486,Common random fixed points of compatible random operators,"Beg, Ismat [orcid:0000-0002-4191-1498]; Abbas, Mujahid",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-15,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/s0362-546x(01)00902-6; local:S0362546X01009026,Approximation of random fixed points in normed spaces,"Beg, Ismat",2002,"Nonlinear Analysis: Theory, Methods & Applications [issn:0362-546X]",51,8,1363-1372,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/69368; local:069368; local:69368,Cauchy's functional equation in restricted complex domains,"Pimsert, Watcharapon; Laohakosol, Vichian [orcid:0000-0002-7357-1061]; Pianskool, Sajee",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-12,journal-article,Hindawi Limited [crossref:98]
doi:10.2307/2323973,Monotone Multiplicative Functions,"Cohen, Joel M.",1989,The American Mathematical Monthly [issn:0002-9890],96,6,512,journal-article,JSTOR [crossref:1121]
doi:10.1155/ijmms/2006/16214; local:016214; local:16214,Analytical solutions for the neutron transport using the spectral methods,"Kadem, Abdelouahab [orcid:0000-0002-7196-1189]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-11,journal-article,Hindawi Limited [crossref:98]
doi:10.1086/168432,A new method for the resolution of the radiative transfer equation in three-dimensional geometry. I - Theory,"Ben Jaffel, L.; Vidal-Madjar, A.",1990,The Astrophysical Journal [issn:0004-637X; issn:1538-4357],350,,801,journal-article,IOP Publishing [crossref:266]
doi:10.1155/jam/2006/26385; local:026385; local:26385,A review of Costas arrays,"Drakakis, Konstantinos [orcid:0000-0003-0057-7478]",2006,Journal of Applied Mathematics [issn:1110-757X; issn:1687-0042],2006,,1-32,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/0196-8858(89)90009-2; local:0196885889900092,Tuscan-K squares,"Etzion, Tuvi; Golomb, Solomon W; Taylor, Herbert",1989,Advances in Applied Mathematics [issn:0196-8858],10,2,164-174,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/75931; local:075931; local:75931,Common fixed point theorems in Menger spaces,"Chen, Chi-Ming [orcid:0000-0002-8717-4470]; Chang, Tong-Huei",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-15,journal-article,Hindawi Limited [crossref:98]
doi:10.1007/bf01735146; local:BF01735146,Fixed and periodic points of local contraction mappings on probabilistic metric spaces,"Cain, G. L.; Kasriel, R. H.",1975,Mathematical Systems Theory [issn:0025-5661; issn:1433-0490],9,3,289-297,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1090/s0002-9939-1960-0113210-2; local:S00029939196001132102,New method for expansion and contraction maps in uniform spaces,"Brown, Thomas A.; Comfort, W. W.",1960,Proceedings of the American Mathematical Society [issn:0002-9939],11,3,483-483,journal-article,American Mathematical Society (AMS) [crossref:14]
doi:10.1155/ppar/2006/69612; local:069612; local:69612,Examination of Ligand-Dependent Coactivator Recruitment by Peroxisome Proliferator-Activated Receptor-α(PPARα),"Tien, Eric S.; Hannon, Daniel B.; Thompson, Jerry T.; Vanden Heuvel, John P. [orcid:0000-0002-3350-2037]",2006,PPAR Research [issn:1687-4757; issn:1687-4765],2006,,1-9,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/0092-8674(92)90031-7; local:0092867492900317,Control of the peroxisomal β-oxidation pathway by a novel family of nuclear hormone receptors,"Dreyer, Christine; Krey, Grigorios; Keller, Hansjörg; Givel, Francoise; Helftenbein, Gerd; Wahli, Walter",1992,Cell [issn:0092-8674],68,5,879-887,journal-article,Elsevier BV [crossref:78]
doi:10.1155/jamsa/2006/45253; local:045253; local:45253,Abstract semilinear stochastic Itó-Volterra integrodifferential equations,"Keck, David N.; McKibben, Mark A. [orcid:0000-0001-8175-7408]",2006,Journal of Applied Mathematics and Stochastic Analysis [issn:1048-9533; issn:1687-2177],2006,,1-22,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/0304-4149(95)00050-x; local:030441499500050X,A semilinear Mckean-Vlasov stochastic evolution equation in Hilbert space,"Ahmed, N.U.; Ding, X.",1995,Stochastic Processes and their Applications [issn:0304-4149],60,1,65-85,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/52398; local:052398; local:52398,C0-semigroups of linear operators on some ultrametric Banach spaces,"Diagana, Toka [orcid:0000-0003-1470-0211]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-9,journal-article,Hindawi Limited [crossref:98]
doi:10.1088/0305-4470/29/17/023,Representations of the Weyl group in spaces of square integrable functions with respect top-adic valued Gaussian distributions,"Albeverio, Sergio; Khrennikov, Andrew",1996,Journal of Physics A: Mathematical and General [issn:0305-4470; issn:1361-6447],29,17,5515-5527,journal-article,IOP Publishing [crossref:266]
doi:10.1142/s0218202591000228; local:10.1142/S0218202591000228,STATISTICAL SOLUTIONS OF NAVIER-STOKES EQUATIONS BY NONSTANDARD DENSITIES,"CAPIŃSKI, MAREK; CUTLAND, NIGEL",1991,Mathematical Models and Methods in Applied Sciences [issn:0218-2025; issn:1793-6314],01,04,447-460,journal-article,World Scientific Pub Co Pte Lt [crossref:219]
doi:10.1155/ijmms/2006/76182; local:076182; local:76182,On the pointwise multiplication in Besov and Lizorkin-Triebel spaces,"Drihem, Douadi; Moussai, Madani [orcid:0000-0002-6497-204X]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-18,journal-article,Hindawi Limited [crossref:98]
doi:10.4171/zaa/1070,Some Embeddings into the Multiplier Spaces Associated to Besov and Lizorkin-Triebel Spaces,"Drihem, D.; Moussai, Madani",2002,Zeitschrift für Analysis und ihre Anwendungen [issn:0232-2064],21,1,179-184,journal-article,European Mathematical Society Publishing House [crossref:2673]
doi:10.1155/jamds/2006/95912; local:095912; local:95912,An analytical characterization for an optimal change of Gaussian measures,"Schellhorn, Henry [orcid:0000-0002-8322-9219]",2006,Journal of Applied Mathematics and Decision Sciences [issn:1173-9126; issn:1532-7612],2006,,1-9,journal-article,Hindawi Limited [crossref:98]
doi:10.1111/1467-9965.00001; local:10.1111/1467-9965.00001,On the Existence of Minimax Martingale Measures,"BELLINI, FABIO; FRITTELLI, MARCO",2002,Mathematical Finance [issn:0960-1627; issn:1467-9965],12,1,1-21,journal-article,Wiley [crossref:311]
doi:10.1016/0304-4068(91)90014-k; local:030440689190014K,On the fundamental theorem of asset pricing with an infinite state space,"Back, Kerry; Pliska, Stanley R.",1991,Journal of Mathematical Economics [issn:0304-4068],20,1,1-18,journal-article,Elsevier BV [crossref:78]
doi:10.1155/jamsa/2006/21782; local:021782; local:21782,Moderate deviations for bounded subsequences,"Stoica, George [orcid:0000-0002-5830-9508]",2006,Journal of Applied Mathematics and Stochastic Analysis [issn:1048-9533; issn:1687-2177],2006,,1-5,journal-article,Hindawi Limited [crossref:98]
doi:10.1007/bf00535707; local:BF00535707,Limit theorems for subsequences of arbitrarily-dependent sequences of random variables,"Aldous, D. J.",1977,Zeitschrift f�r Wahrscheinlichkeitstheorie und Verwandte Gebiete [issn:0044-3719; issn:1432-2064],40,1,59-82,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1007/bf00533473; local:BF00533473,The law of the iterated logarithm for subsequences of random variables,"Berkes, I.",1974,Zeitschrift f�r Wahrscheinlichkeitstheorie und Verwandte Gebiete [issn:0044-3719; issn:1432-2064],30,3,209-215,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1007/bf01404326; local:BF01404326,A general strong law,"Chatterji, S. D.",1970,Inventiones Mathematicae [issn:0020-9910; issn:1432-1297],9,3,235-245,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4064/sm-2-1-51-57,Sur la convergence forte dans les champs $L^{p}$,"Banach, S.; Saks, S.",1930,Studia Mathematica [issn:0039-3223; issn:1730-6337],2,1,51-57,journal-article,"Institute of Mathematics, Polish Academy of Sciences [crossref:2508]"
doi:10.1155/jamsa/2006/32435; local:032435; local:32435,On the mixed fractional Brownian motion,"Zili, Mounir [orcid:0000-0002-6601-3926]",2006,Journal of Applied Mathematics and Stochastic Analysis [issn:1048-9533; issn:1687-2177],2006,,1-9,journal-article,Hindawi Limited [crossref:98]
doi:10.1137/1010093; local:10.1137/1010093,"Fractional Brownian Motions, Fractional Noises and Applications","Mandelbrot, Benoit B.; Van Ness, John W.",1968,SIAM Review [issn:0036-1445; issn:1095-7200],10,4,422-437,journal-article,Society for Industrial & Applied Mathematics (SIAM) [crossref:351]
doi:10.1155/mi/2006/19307; local:019307; local:19307,Application of Intracellular Alkaline Phosphatase Activity Measurement in Detection of Neutrophil Adherence In Vitro,"Bednarska, Katarzyna [orcid:0000-0001-6675-0670]; Klink, Magdalena; Sulowska, Zofia",2006,Mediators of Inflammation [issn:0962-9351; issn:1466-1861],2006,,1-8,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/s0022-1759(99)00175-1; local:S0022175999001751,"Methods for quantitation of human neutrophil proteins, a survey","Sørensen, Ole; Borregaard, Niels",1999,Journal of Immunological Methods [issn:0022-1759],232,1-2,179-190,journal-article,Elsevier BV [crossref:78]
doi:10.1155/srcm/2006/93569; local:093569; local:93569,Angioleiomyoma: A Rare Cause of Fixed Flexion Contracture of the Elbow,"Dramis, Asterios [orcid:0000-0003-1062-9315]; Grimer, Robert J.",2006,Sarcoma [issn:1357-714X; issn:1369-1643],2006,,1-2,journal-article,Hindawi Limited [crossref:98]
doi:10.1155/ijmms/2006/28063; local:028063; local:28063,A new proof of a lemma by Phelps,"Cardwell, Antonia E. [orcid:0000-0003-1053-341X]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-3,journal-article,Hindawi Limited [crossref:98]
doi:10.1090/s0002-9904-1961-10514-4; local:S000299041961105144,A proof that every Banach space is subreflexive,"Bishop, Errett; Phelps, R. R.",1961,Bulletin of the American Mathematical Society [issn:0002-9904],67,1,97-99,journal-article,American Mathematical Society (AMS) [crossref:14]
doi:10.1155/ijmms/2006/98175; local:098175; local:98175,"The truncated exponential polynomials, the associated Hermite forms and applications","Dattoli, G.; Migliorati, M. [orcid:0000-0001-7129-7348]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-10,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/s0096-3003(01)00310-1; local:S0096300301003101,A note on truncated polynomials,"Dattoli, Giuseppe; Cesarano, Clemente; Sacchetti, Dario",2003,Applied Mathematics and Computation [issn:0096-3003],134,2-3,595-605,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/53474; local:053474; local:53474,Least squares approximations of power series,"Guyker, James [orcid:0000-0002-6216-9405]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-20,journal-article,Hindawi Limited [crossref:98]
doi:10.1216/rmjm/1181070407,Legendre Expansions of Power Series,"Guyker, James",1999,Rocky Mountain Journal of Mathematics [issn:0035-7596],29,4,1271-1284,journal-article,Rocky Mountain Mathematics Consortium [crossref:2058]
doi:10.1155/ijmms/2006/24391; local:024391; local:24391,Upper and lower bounds for a reactive-diffuse system with Arrhenius kinetics,"Al-Refai, Mohammed; Katatbeh, Qutaibeh [orcid:0000-0002-6959-9950]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-13,journal-article,Hindawi Limited [crossref:98]
doi:10.1016/0009-2509(69)85025-6; local:0009250969850256,"Communications on the theory of diffusion and reaction—I A complete parametric study of the first-order, irreversible exothermic reaction in a flat slab of catalyst","Drott, D.W.; Aris, R.",1969,Chemical Engineering Science [issn:0009-2509],24,3,541-551,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/43635; local:043635; local:43635,Leray-Schauder results for multivalued nonlinear contractions defined on closed subsets of a Fréchet space,"Agarwal, Ravi P. [orcid:0000-0003-0634-2370]; O'Regan, Donal",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-8,journal-article,Hindawi Limited [crossref:98]
doi:10.1080/0003681031000098470; local:10.1080/0003681031000098470,Fixed Point and Homotopy Results For Generalized Contractive Maps of Reich Type,"Agarwal, R.P.; Dshalalow, Jewgeni; O'Regan, Donal",2003,Applicable Analysis [issn:0003-6811; issn:1563-504X],82,4,329-350,journal-article,Informa UK Limited [crossref:301]
doi:10.1006/jmaa.2000.6914; local:S0022247X00969142,Fixed Point Theory for Generalized Contractions on Spaces with Two Metrics,"Agarwal, Ravi P.; O'Regan, Donal",2000,Journal of Mathematical Analysis and Applications [issn:0022-247X],248,2,402-414,journal-article,Elsevier BV [crossref:78]
doi:10.1155/ijmms/2006/25976; local:025976; local:25976,A generalized thermoelastic diffusion problem for an infinitely long solid cylinder,"Aouadi, Moncef [orcid:0000-0003-3400-5670]",2006,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2006,,1-15,journal-article,Hindawi Limited [crossref:98]
doi:10.1155/ijmms.2005.1015; local:179818,Discontinuities in an axisymmetric generalized thermoelastic problem,"Aouadi, Moncef [orcid:0000-0003-3400-5670]",2005,International Journal of Mathematics and Mathematical Sciences [issn:0161-1712; issn:1687-0425],2005,7,1015-1029,journal-article,Hindawi Limited [crossref:98]
doi:10.2143/itl.152.0.2017863,The Effect of Task Complexity and Task Conditions on Foreign Language Development and Performance. Three Empirical Studies.,"Sercu, Lies; De Wachter, Lieve; Peters, Elke; Kuiken, Folkert [orcid:0000-0002-1667-2501]; Vedder, Ineke",2006,Task-Based Language Teaching - ITL - International Journal of Applied Linguistics [issn:0019-0829; issn:1783-1490],152,,55-84,journal-article,John Benjamins Publishing Company [crossref:1757]
